-0.971672	0.066471
-0.971034	0.067103
-0.971672	0.067419
-0.971991	0.067103
-0.97231	0.066155
-0.971991	0.065839
-0.97231	0.067419
-0.972949	0.068367
-0.97263	0.068683
-0.97231	0.068683
-0.97231	0.068367
-0.97231	0.066471
-0.973268	0.065523
-0.973268	0.065839
-0.973268	0.064891
-0.973587	0.065839
-0.973587	0.066155
-0.974545	0.066155
-0.973906	0.066155
-0.973587	0.067103
-0.973906	0.064891
-0.973906	0.064576
-0.974864	0.064576
-0.974545	0.066471
-0.974545	0.067103
-0.974225	0.067735
-0.974545	0.068683
-0.974545	0.067419
-0.974864	0.067735
-0.974545	0.067103
-0.974864	0.066471
-0.974864	0.066155
-0.975183	0.066155
-0.974545	0.065207
-0.974864	0.06426
-0.974864	0.064576
-0.974545	0.064891
-0.975502	0.065523
-0.975183	0.065523
-0.974864	0.065207
-0.975821	0.066787
-0.975502	0.068051
-0.975821	0.067419
-0.97614	0.067735
-0.97646	0.068051
-0.97614	0.068367
-0.976779	0.068051
-0.97646	0.067419
-0.976779	0.069315
-0.97614	0.066787
-0.977098	0.066155
-0.977098	0.063312
-0.976779	0.064891
-0.977098	0.064891
-0.97646	0.065839
-0.97614	0.066787
-0.977417	0.066155
-0.977098	0.065839
-0.977098	0.065523
-0.977417	0.066155
-0.977417	0.066787
-0.977417	0.066787
-0.977098	0.068999
-0.977417	0.068683
-0.977417	0.066787
-0.977417	0.067103
-0.978694	0.067103
-0.978056	0.066155
-0.978375	0.065207
-0.978694	0.064891
-0.978694	0.065207
-0.978694	0.064576
-0.978694	0.065523
-0.979332	0.064891
-0.978694	0.065207
-0.978694	0.064576
-0.978694	0.065207
-0.979013	0.063628
-0.978694	0.063628
-0.979013	0.065523
-0.979332	0.064576
-0.979971	0.065207
-0.979971	0.065523
-0.979971	0.067419
-0.979971	0.068051
-0.979971	0.066155
-0.980609	0.066155
-0.980609	0.065839
-0.979971	0.065839
-0.979971	0.064576
-0.980609	0.065839
-0.980609	0.065839
-0.979971	0.067419
-0.98029	0.067103
-0.98029	0.066787
-0.98029	0.067103
-0.980928	0.067735
-0.981886	0.066787
-0.981247	0.065839
-0.980609	0.067735
-0.981247	0.067419
-0.980928	0.068367
-0.980928	0.067419
-0.980609	0.067103
-0.981247	0.067103
-0.980928	0.066155
-0.980928	0.066787
-0.981566	0.065839
-0.981886	0.065523
-0.980928	0.065839
-0.980928	0.066155
-0.981566	0.067735
-0.981886	0.066787
-0.982205	0.068051
-0.981247	0.068999
-0.982205	0.065839
-0.982524	0.066155
-0.982205	0.066787
-0.982205	0.064576
-0.982524	0.065207
-0.982843	0.066155
-0.982524	0.065839
-0.982843	0.067419
-0.983162	0.068683
-0.983481	0.068367
-0.983801	0.068683
-0.982843	0.068367
-0.983801	0.067419
-0.982843	0.067103
-0.983801	0.065839
-0.983801	0.067419
-0.983801	0.066471
-0.983801	0.067735
-0.984439	0.068683
-0.98412	0.069315
-0.984758	0.070578
-0.985077	0.067735
-0.984758	0.067419
-0.985397	0.068683
-0.98412	0.068051
-0.984758	0.067103
-0.984758	0.066787
-0.985077	0.068051
-0.984439	0.068683
-0.985397	0.068683
-0.985397	0.068683
-0.985716	0.067103
-0.985077	0.068999
-0.985397	0.068367
-0.985397	0.068683
-0.985397	0.068999
-0.984758	0.068367
-0.985397	0.068367
-0.985716	0.068683
-0.985716	0.068051
-0.986354	0.067103
-0.986992	0.068051
-0.986354	0.066787
-0.986673	0.066155
