0.150866	0.18621
0.150547	0.186842
0.150866	0.187158
0.150228	0.185262
0.14959	0.184946
0.150866	0.184314
0.151186	0.18621
0.150547	0.185578
0.150547	0.185894
0.149909	0.185262
0.150547	0.187158
0.150547	0.186842
0.150866	0.185894
0.150228	0.18621
0.150228	0.186526
0.149909	0.185262
0.150228	0.186526
0.149909	0.186842
0.150228	0.187158
0.149909	0.185578
0.150547	0.185578
0.149909	0.185262
0.150866	0.18621
0.150228	0.18463
0.14959	0.183998
0.150547	0.18463
0.149909	0.184314
0.149909	0.184314
0.150547	0.18463
0.150547	0.185894
0.150866	0.186842
0.150547	0.185894
0.150547	0.185578
0.150866	0.185262
0.150866	0.186526
0.151186	0.18621
0.149909	0.185578
0.150866	0.184314
0.149909	0.183682
0.150228	0.184314
0.150866	0.185578
0.151186	0.185578
0.150547	0.185262
0.150228	0.184314
0.150866	0.18305
0.150547	0.183682
0.150547	0.184314
0.150228	0.185578
0.149909	0.183366
0.14959	0.184314
0.150866	0.183682
0.151186	0.183366
0.150866	0.183366
0.150547	0.183366
0.150547	0.183682
0.150866	0.184314
0.149909	0.184314
0.150547	0.185578
0.150866	0.18463
0.151186	0.185262
0.150547	0.184946
0.151186	0.185894
0.150866	0.184946
0.150228	0.183366
0.150228	0.183682
0.150866	0.183366
0.150228	0.182734
0.150228	0.183366
0.151186	0.185262
0.150228	0.185578
0.149909	0.185894
0.150547	0.186526
0.150228	0.18463
0.150547	0.185578
0.150228	0.184946
0.150866	0.186526
0.150547	0.185894
0.151186	0.184314
0.151505	0.18621
0.150547	0.185894
0.150547	0.185262
0.150547	0.184946
0.150228	0.184946
0.151186	0.185262
0.150547	0.185894
0.151186	0.18621
0.150866	0.187473
0.150547	0.184946
0.150866	0.18621
0.150547	0.184946
0.149909	0.184946
0.150228	0.184314
0.149909	0.185578
0.150866	0.185894
0.150228	0.183998
0.150228	0.185894
0.149909	0.185894
0.150547	0.184314
0.150547	0.183682
0.150228	0.18463
0.150228	0.185262
0.150547	0.185894
0.150866	0.186842
0.150547	0.186842
0.151186	0.188105
0.150228	0.18463
0.150228	0.185578
0.149909	0.184946
0.150228	0.184946
0.150547	0.18621
0.150866	0.185578
0.151505	0.185262
0.151186	0.18305
0.150547	0.185894
0.151186	0.185262
0.151186	0.183682
0.151186	0.184946
0.150547	0.18463
0.151186	0.18463
0.149909	0.184946
0.150547	0.18463
0.150866	0.184314
0.151505	0.184946
0.150866	0.186842
0.151186	0.186842
0.151186	0.185262
0.150866	0.185578
0.151186	0.184314
0.150547	0.185262
0.150547	0.184946
0.150866	0.184946
0.150228	0.184314
0.149909	0.18463
0.150866	0.184946
0.149909	0.185262
0.149909	0.186526
0.151186	0.186526
0.149909	0.187158
0.149909	0.187158
0.14959	0.184314
0.149909	0.185262
0.150866	0.183366
0.149909	0.181155
0.14959	0.182103
0.150228	0.182103
0.149271	0.183998
0.14959	0.184314
0.14959	0.183682
0.14959	0.184314
0.148632	0.184314
0.149271	0.184946
0.14959	0.18305
0.148951	0.18305
0.148951	0.182734
0.148951	0.182103
0.149271	0.18305
0.148313	0.183998
0.148632	0.185262
0.148951	0.185894
0.148313	0.185894
0.148313	0.185262
0.147994	0.18621
0.148313	0.183682
0.147994	0.184314
0.147994	0.185262
0.147994	0.185262
0.147994	0.185262
0.147994	0.184946
0.147675	0.185262
0.148313	0.183998
0.147675	0.183366
0.147356	0.183366
0.147994	0.182103
0.147356	0.182419
0.147036	0.183366
0.147356	0.184946
0.147994	0.185262
0.147356	0.185262
0.147356	0.181787
0.147036	0.183366
0.147356	0.18463
0.147036	0.184946
0.146079	0.183682
0.146717	0.182419
0.146079	0.183682
0.14576	0.18463
0.14544	0.184314
0.145121	0.182103
0.144802	0.183998
0.144802	0.185894
0.144802	0.184314
0.144483	0.184314
0.145121	0.186526
0.144483	0.186526
0.145121	0.184314
0.143845	0.182103
0.143845	0.182419
0.144164	0.182734
0.143845	0.183998
0.144164	0.184314
0.144483	0.18463
0.143206	0.18463
0.144483	0.185578
0.143206	0.185262
0.143845	0.185894
0.143845	0.18621
0.142249	0.185894
0.142568	0.185894
0.142568	0.185578
0.142249	0.183998
0.14193	0.182734
0.14161	0.183366
0.142568	0.18305
0.141291	0.184946
0.14161	0.183682
0.141291	0.184314
0.140653	0.183998
0.140972	0.185262
0.141291	0.184946
0.140334	0.183998
0.140334	0.183998
0.140015	0.183682
0.140015	0.18305
0.139376	0.183366
0.139057	0.182419
0.139057	0.181155
0.138099	0.183682
0.138419	0.184946
0.138099	0.18463
0.138738	0.183998
0.138419	0.181471
0.138099	0.180839
0.13778	0.182419
0.138099	0.183366
0.137142	0.183682
0.136823	0.18463
0.136823	0.185894
0.136184	0.184314
0.136184	0.183682
0.136184	0.184314
0.135546	0.184314
0.134908	0.183366
0.136184	0.183366
0.135227	0.18305
0.135227	0.183682
0.135546	0.182734
0.134908	0.180839
0.13395	0.179259
0.134269	0.181787
0.133312	0.182734
0.133631	0.181471
0.132993	0.180523
