Chart Recorder Data File Tue, Oct 27, 2015 12:47 PM
Time (s)	CH1 (V)  	CH2 (V)  
12:28:14.444	0.148951	0.183050
12:28:14.544	0.148951	0.182734
12:28:14.644	0.148951	0.182103
12:28:14.744	0.149271	0.183050
12:28:14.844	0.148313	0.183998
12:28:14.944	0.148632	0.185262
12:28:15.044	0.148951	0.185894
12:28:15.144	0.148313	0.185894
12:28:15.244	0.148313	0.185262
12:28:15.344	0.147994	0.186210
12:28:15.444	0.148313	0.183682
12:28:15.544	0.147994	0.184314
12:28:15.644	0.147994	0.185262
12:28:15.744	0.147994	0.185262
12:28:15.844	0.147994	0.185262
12:28:15.944	0.147994	0.184946
12:28:16.044	0.147675	0.185262
12:28:16.144	0.148313	0.183998
12:28:16.244	0.147675	0.183366
12:28:16.344	0.147356	0.183366
12:28:16.444	0.147994	0.182103
12:28:16.544	0.147356	0.182419
12:28:16.644	0.147036	0.183366
12:28:16.744	0.147356	0.184946
12:28:16.844	0.147994	0.185262
12:28:16.944	0.147356	0.185262
12:28:17.044	0.147356	0.181787
12:28:17.144	0.147036	0.183366
12:28:17.244	0.147356	0.184630
12:28:17.344	0.147036	0.184946
12:28:17.444	0.146079	0.183682
12:28:17.544	0.146717	0.182419
12:28:17.644	0.146079	0.183682
12:28:17.744	0.145760	0.184630
12:28:17.844	0.145440	0.184314
12:28:17.944	0.145121	0.182103
12:28:18.044	0.144802	0.183998
12:28:18.144	0.144802	0.185894
12:28:18.244	0.144802	0.184314
12:28:18.344	0.144483	0.184314
12:28:18.444	0.145121	0.186526
12:28:18.544	0.144483	0.186526
12:28:18.644	0.145121	0.184314
12:28:18.744	0.143845	0.182103
12:28:18.844	0.143845	0.182419
12:28:18.944	0.144164	0.182734
12:28:19.044	0.143845	0.183998
12:28:19.144	0.144164	0.184314
12:28:19.244	0.144483	0.184630
12:28:19.344	0.143206	0.184630
12:28:19.444	0.144483	0.185578
12:28:19.544	0.143206	0.185262
12:28:19.644	0.143845	0.185894
12:28:19.744	0.143845	0.186210
12:28:19.844	0.142249	0.185894
12:28:19.944	0.142568	0.185894
12:28:20.044	0.142568	0.185578
