3.16	-0.439	0.781
4.20	-0.420	0.797
5.24	-0.426	0.804
6.29	-0.419	0.798
7.35	-0.420	0.803
8.40	-0.387	0.793
9.44	-0.392	0.809
10.49	-0.384	0.812
11.53	-0.378	0.803
12.57	-0.399	0.816
13.61	-0.413	0.815
14.65	-0.398	0.813
15.68	-0.403	0.813
16.72	-0.413	0.819
17.75	-0.419	0.818
18.81	-0.427	0.823
19.84	-0.431	0.818
20.88	-0.431	0.824
21.91	-0.426	0.824
22.94	-0.434	0.824
23.97	-0.441	0.824
25.00	-0.439	0.827
26.04	-0.445	0.822
27.08	-0.436	0.824
28.11	-0.417	0.824
29.14	-0.412	0.833
30.18	-0.421	0.829
31.22	-0.416	0.826
32.26	-0.416	0.824
33.29	-0.415	0.829
34.32	-0.424	0.835
35.36	-0.428	0.829
36.42	-0.424	0.830
37.45	-0.429	0.829
38.49	-0.432	0.830
39.52	-0.436	0.830
40.60	-0.443	0.836
41.63	-0.444	0.830
42.66	-0.451	0.832
43.69	-0.455	0.830
44.72	-0.464	0.829
45.76	-0.460	0.833
46.79	-0.428	0.830
47.82	-0.425	0.835
48.85	-0.423	0.839
49.88	-0.423	0.832
50.92	-0.424	0.833
51.95	-0.430	0.835
52.98	-0.432	0.833
54.04	-0.434	0.833
55.08	-0.429	0.835
56.11	-0.428	0.841
57.14	-0.437	0.836
58.17	-0.444	0.838
59.20	-0.451	0.842
60.24	-0.460	0.838
61.27	-0.468	0.839
62.30	-0.469	0.845
63.33	-0.462	0.847
64.36	-0.461	0.835
65.40	-0.466	0.847
66.43	-0.488	0.836
67.46	-0.513	0.845
68.50	-0.519	0.838
69.56	-0.513	0.848
70.63	-0.519	0.848
71.66	-0.519	0.859
72.69	-0.525	0.850
73.72	-0.520	0.851
74.76	-0.526	0.862
75.79	-0.535	0.858
76.82	-0.535	0.861
77.85	-0.541	0.861
78.88	-0.542	0.873
79.92	-0.544	0.867
80.95	-0.552	0.862
81.98	-0.547	0.871
83.01	-0.547	0.864
84.04	-0.548	0.870
85.08	-0.544	0.868
86.11	-0.528	0.867
87.17	-0.524	0.874
88.24	-0.522	0.870
89.27	-0.521	0.877
90.30	-0.534	0.876
91.33	-0.526	0.870
92.36	-0.531	0.871
93.40	-0.529	0.877
94.43	-0.530	0.883
95.46	-0.531	0.873
96.49	-0.537	0.876
97.52	-0.542	0.877
98.56	-0.544	0.885
99.59	-0.540	0.879
100.62	-0.537	0.879
101.65	-0.538	0.883
102.68	-0.542	0.883
103.72	-0.534	0.882
104.78	-0.502	0.889
105.81	-0.494	0.882
106.84	-0.492	0.883
107.91	-0.493	0.888
108.94	-0.499	0.887
109.97	-0.507	0.885
111.00	-0.501	0.890
112.04	-0.499	0.890
113.07	-0.506	0.894
114.10	-0.512	0.888
115.13	-0.515	0.890
116.16	-0.519	0.896
117.20	-0.524	0.902
118.23	-0.525	0.894
119.26	-0.528	0.893
120.29	-0.521	0.900
121.32	-0.527	0.911
122.36	-0.532	0.903
123.39	-0.517	0.905
124.42	-0.497	0.903
125.45	-0.489	0.903
126.48	-0.485	0.905
127.52	-0.488	0.911
128.55	-0.495	0.914
129.58	-0.496	0.908
130.61	-0.492	0.917
131.64	-0.476	0.922
132.68	-0.483	0.911
133.71	-0.485	0.917
134.74	-0.484	0.922
135.77	-0.481	0.931
136.80	-0.486	0.919
137.84	-0.473	0.920
138.87	-0.472	0.931
139.90	-0.473	0.923
140.93	-0.475	0.925
141.96	-0.465	0.928
143.00	-0.439	0.926
144.03	-0.429	0.935
145.06	-0.423	0.929
146.09	-0.418	0.928
147.12	-0.423	0.934
148.16	-0.421	0.932
149.19	-0.422	0.932
150.22	-0.418	0.931
151.25	-0.420	0.935
152.28	-0.415	0.937
153.32	-0.412	0.938
154.35	-0.400	0.934
155.38	-0.394	0.935
156.41	-0.394	0.935
157.45	-0.396	0.935
158.48	-0.393	0.935
159.51	-0.390	0.948
160.54	-0.385	0.935
161.57	-0.360	0.949
162.60	-0.344	0.941
163.64	-0.333	0.948
164.67	-0.325	0.948
165.70	-0.319	0.957
166.74	-0.328	0.955
167.77	-0.320	0.951
168.80	-0.316	0.958
169.84	-0.303	0.958
170.87	-0.302	0.955
171.90	-0.296	0.957
172.93	-0.293	0.963
173.96	-0.293	0.961
175.03	-0.291	0.962
176.06	-0.281	0.967
177.09	-0.273	0.970
178.12	-0.266	0.969
179.16	-0.258	0.977
180.19	-0.245	0.964
181.22	-0.206	0.966
182.25	-0.196	0.975
183.28	-0.185	0.972
184.32	-0.179	0.975
185.35	-0.176	0.972
186.38	-0.173	0.980
187.41	-0.162	0.974
188.44	-0.155	0.978
189.48	-0.145	0.981
190.51	-0.136	0.972
191.54	-0.128	0.983
192.57	-0.120	0.975
193.64	-0.119	0.985
194.67	-0.113	0.987
195.70	-0.098	0.980
196.74	-0.093	0.980
197.77	-0.079	0.980
198.80	-0.075	0.983
199.84	-0.060	0.981
200.87	-0.046	0.977
201.90	-0.031	0.983
202.93	-0.012	0.983
203.96	-0.009	0.989
205.00	-0.008	0.984
206.03	-0.007	0.984
207.06	-0.004	0.992
208.09	0.003	0.987
209.12	0.002	0.993
210.19	0.007	0.997
211.22	0.009	1.003
212.28	0.019	0.999
213.32	0.027	0.996
214.36	0.039	1.006
215.39	0.049	1.009
216.42	0.061	1.006
217.45	0.078	1.006
218.48	0.095	1.006
219.52	0.113	1.006
220.55	0.158	1.018
221.58	0.174	1.010
222.61	0.184	1.015
223.64	0.183	1.013
224.68	0.191	1.018
225.71	0.199	1.016
226.74	0.203	1.028
227.78	0.211	1.019
228.81	0.221	1.027
229.85	0.235	1.028
230.92	0.248	1.025
231.97	0.260	1.025
233.03	0.272	1.022
234.13	0.278	1.031
235.16	0.283	1.035
236.20	0.288	1.024
237.24	0.303	1.028
238.27	0.310	1.036
239.30	0.294	1.028
240.33	0.293	1.031
241.36	0.305	1.030
242.40	0.323	1.033
243.43	0.334	1.035
244.46	0.346	1.050
245.52	0.354	1.039
246.56	0.370	1.039
247.59	0.382	1.039
248.62	0.393	1.045
249.65	0.401	1.038
250.68	0.411	1.047
251.72	0.429	1.048
252.75	0.460	1.050
253.78	0.495	1.038
254.81	0.514	1.048
255.84	0.521	1.050
256.88	0.542	1.057
