Neel Temperature Data File
Tuesday, November 24, 2015 - 9:53 AM

Time (S)	Wheatstone (mV)	Temp (mV)
3907.72	0.905	1.138
3908.75	0.905	1.142
3909.78	0.901	1.139
3910.81	0.896	1.142
3911.85	0.895	1.140
3912.88	0.892	1.142
3913.91	0.891	1.136
3914.94	0.903	1.140
3915.97	0.897	1.145
3917.04	0.890	1.142
3918.07	0.886	1.142
3919.10	0.885	1.131
3920.13	0.884	1.133
3921.17	0.884	1.138
3922.20	0.893	1.138
3923.23	0.891	1.134
3924.26	0.887	1.137
3925.29	0.880	1.134
3926.33	0.881	1.133
3927.36	0.879	1.135
3928.39	0.880	1.136
3929.42	0.892	1.143
3930.45	0.896	1.134
3931.49	0.897	1.137
3932.52	0.898	1.135
3933.55	0.898	1.132
3934.61	0.896	1.135
3935.65	0.885	1.141
3936.68	0.886	1.136
3937.71	0.885	1.135
3938.74	0.885	1.133
3939.77	0.880	1.134
3940.81	0.884	1.132
3941.84	0.890	1.132
3942.87	0.885	1.135
3943.90	0.884	1.135
3944.93	0.875	1.134
3945.97	0.874	1.134
3947.00	0.874	1.131
3948.03	0.874	1.132
3949.06	0.873	1.133
3950.09	0.883	1.131
3951.13	0.879	1.134
3952.19	0.877	1.131
3953.22	0.874	1.134
3954.25	0.869	1.132
3955.29	0.870	1.132
3956.32	0.869	1.131
3957.35	0.867	1.130
3958.38	0.869	1.138
3959.41	0.885	1.133
3960.45	0.885	1.130
3961.48	0.887	1.132
3962.51	0.888	1.133
3963.54	0.878	1.130
3964.57	0.877	1.130
3965.61	0.874	1.133
3966.64	0.873	1.133
3967.67	0.873	1.133
3968.73	0.870	1.130
3969.80	0.876	1.130
3970.83	0.875	1.132
3971.86	0.871	1.128
3972.89	0.865	1.131
3973.93	0.864	1.131
3974.96	0.863	1.130
3975.99	0.861	1.133
3977.02	0.861	1.130
3978.05	0.869	1.131
3979.09	0.867	1.126
3980.12	0.865	1.130
3981.15	0.856	1.130
3982.18	0.855	1.129
3983.21	0.856	1.129
3984.25	0.854	1.130
3985.28	0.862	1.130
3986.34	0.869	1.130
3987.37	0.872	1.130
3988.41	0.872	1.127
3989.44	0.873	1.130
3990.47	0.872	1.131
3991.50	0.862	1.130
3992.53	0.863	1.131
3993.57	0.862	1.129
3994.60	0.862	1.129
3995.63	0.860	1.131
3996.66	0.861	1.133
3997.69	0.869	1.129
3998.73	0.866	1.130
3999.76	0.863	1.129
4000.79	0.860	1.128
4001.82	0.856	1.129
4002.85	0.851	1.127
4003.92	0.849	1.131
4004.95	0.849	1.130
4005.98	0.858	1.127
4007.01	0.861	1.131
4008.05	0.856	1.128
4009.08	0.851	1.125
4010.11	0.845	1.127
4011.14	0.845	1.127
4012.17	0.843	1.126
4013.21	0.843	1.131
4014.24	0.864	1.131
4015.27	0.863	1.129
4016.30	0.864	1.129
4017.33	0.865	1.130
4018.37	0.860	1.128
4019.40	0.858	1.128
4020.43	0.854	1.128
4021.49	0.850	1.128
4022.53	0.849	1.123
4023.56	0.847	1.129
4024.59	0.846	1.128
4025.62	0.856	1.128
4026.65	0.853	1.128
4027.69	0.849	1.129
4028.72	0.847	1.129
4029.75	0.840	1.128
4030.78	0.841	1.127
4031.81	0.840	1.126
4032.85	0.840	1.129
4033.88	0.844	1.126
4034.91	0.848	1.124
4035.94	0.845	1.127
4036.97	0.844	1.125
4038.01	0.841	1.125
4039.07	0.837	1.127
4040.10	0.835	1.124
4041.13	0.854	1.123
4042.17	0.855	1.125
4043.20	0.856	1.124
4044.23	0.855	1.123
4045.26	0.850	1.129
4046.29	0.848	1.125
4047.33	0.846	1.127
4048.36	0.844	1.125
4049.39	0.839	1.124
4050.42	0.838	1.125
4051.45	0.837	1.126
4052.49	0.845	1.128
4053.52	0.842	1.125
4054.55	0.840	1.121
4055.58	0.834	1.122
4056.65	0.832	1.123
4057.68	0.831	1.122
4058.71	0.831	1.126
4059.74	0.839	1.125
4060.77	0.838	1.125
4061.81	0.835	1.125
4062.84	0.835	1.123
4063.87	0.828	1.123
4064.90	0.827	1.123
4065.93	0.827	1.123
4066.97	0.833	1.126
4068.00	0.837	1.122
4069.03	0.843	1.122
4070.06	0.842	1.122
4071.09	0.845	1.124
4072.13	0.843	1.126
4073.16	0.833	1.128
4074.22	0.832	1.124
4075.25	0.833	1.125
4076.29	0.832	1.119
4077.32	0.830	1.122
4078.35	0.836	1.127
4079.38	0.837	1.123
4080.41	0.833	1.122
4081.45	0.832	1.125
4082.48	0.832	1.123
4083.51	0.830	1.120
4084.54	0.824	1.118
4085.57	0.824	1.119
4086.61	0.823	1.119
4087.64	0.832	1.119
4088.67	0.831	1.116
4089.70	0.829	1.120
4090.73	0.826	1.121
4091.77	0.822	1.123
4092.80	0.819	1.121
4093.83	0.818	1.120
4094.86	0.820	1.116
4095.89	0.836	1.121
4096.93	0.836	1.118
4097.96	0.838	1.117
4098.99	0.839	1.125
4100.02	0.833	1.124
4101.05	0.832	1.120
4102.09	0.832	1.116
4103.12	0.827	1.116
4104.15	0.823	1.118
4105.18	0.822	1.116
4106.21	0.830	1.116
4107.25	0.831	1.116
4108.28	0.827	1.116
4109.34	0.826	1.116
4110.37	0.823	1.114
4111.41	0.821	1.117
4112.44	0.813	1.112
4113.47	0.815	1.119
4114.50	0.814	1.116
4115.53	0.826	1.112
4116.57	0.824	1.115
4117.61	0.821	1.117
4118.64	0.821	1.117
4119.67	0.818	1.117
4120.73	0.817	1.118
4121.76	0.811	1.116
4122.79	0.821	1.115
4123.82	0.832	1.116
4124.85	0.832	1.116
4125.89	0.832	1.112
4126.95	0.826	1.116
4127.98	0.826	1.119
4129.05	0.826	1.115
4130.08	0.823	1.115
4131.11	0.819	1.114
4132.14	0.813	1.116
4133.17	0.818	1.114
4134.21	0.823	1.116
4135.24	0.820	1.118
4136.27	0.817	1.116
4137.30	0.816	1.115
4138.33	0.815	1.116
4139.37	0.812	1.114
4140.40	0.805	1.114
4141.43	0.808	1.115
4142.46	0.814	1.115
4143.49	0.814	1.112
4144.56	0.811	1.113
4145.59	0.808	1.112
4146.62	0.802	1.115
4147.65	0.801	1.114
4148.69	0.810	1.114
4149.72	0.821	1.115
4150.75	0.819	1.113
4151.78	0.823	1.113
4152.81	0.822	1.113
4153.85	0.816	1.113
4154.88	0.815	1.113
4155.91	0.811	1.111
4156.94	0.807	1.113
4157.97	0.810	1.111
4159.01	0.816	1.113
4160.04	0.813	1.114
4161.10	0.812	1.114
4162.13	0.807	1.114
4163.17	0.805	1.113
4164.20	0.800	1.113
4165.23	0.803	1.113
4166.26	0.809	1.111
4167.29	0.806	1.111
4168.33	0.805	1.111
4169.36	0.801	1.110
4170.39	0.800	1.114
4171.42	0.794	1.113
4172.45	0.796	1.111
4173.49	0.806	1.111
4174.52	0.802	1.110
4175.55	0.801	1.111
4176.58	0.801	1.112
4177.61	0.810	1.112
4178.65	0.811	1.112
4179.71	0.809	1.112
4180.74	0.811	1.111
4181.77	0.799	1.113
4182.81	0.800	1.112
4183.84	0.800	1.111
4184.87	0.806	1.115
4185.90	0.810	1.111
4186.93	0.807	1.111
4187.97	0.804	1.111
4189.00	0.799	1.109
4190.03	0.794	1.107
4191.06	0.793	1.111
4192.09	0.804	1.112
4193.13	0.801	1.107
4194.16	0.797	1.113
4195.19	0.796	1.111
4196.25	0.795	1.111
4197.29	0.787	1.109
4198.32	0.787	1.108
4199.35	0.796	1.109
4200.38	0.795	1.113
4201.41	0.793	1.110
4202.45	0.791	1.109
4203.48	0.788	1.112
4204.51	0.787	1.110
4205.54	0.807	1.112
4206.57	0.806	1.111
4207.61	0.808	1.112
4208.64	0.798	1.109
4209.67	0.796	1.112
4210.70	0.796	1.109
4211.75	0.796	1.109
4212.78	0.794	1.109
4213.81	0.796	1.110
4214.87	0.795	1.112
4215.90	0.795	1.105
4216.93	0.786	1.107
4217.97	0.786	1.107
4219.00	0.794	1.105
4220.03	0.793	1.110
4221.08	0.790	1.112
4222.13	0.787	1.105
4223.16	0.786	1.110
4224.23	0.786	1.105
4225.27	0.788	1.106
4226.30	0.780	1.104
4227.33	0.780	1.109
4228.37	0.790	1.107
4229.41	0.789	1.109
4230.44	0.786	1.110
4231.50	0.785	1.104
4232.53	0.793	1.105
4233.60	0.794	1.104
4234.64	0.794	1.105
4235.67	0.795	1.100
4236.70	0.784	1.101
4237.73	0.784	1.109
4238.77	0.783	1.104
4239.80	0.784	1.102
4240.83	0.791	1.108
4241.86	0.788	1.107
4242.89	0.787	1.105
4243.93	0.785	1.103
4244.96	0.778	1.105
4245.99	0.778	1.103
4247.02	0.777	1.105
4248.05	0.784	1.105
4249.12	0.785	1.107
4250.15	0.783	1.105
4251.18	0.780	1.102
4252.21	0.779	1.103
4253.25	0.778	1.100
4254.28	0.777	1.101
4255.31	0.781	1.106
4256.34	0.775	1.100
4257.37	0.770	1.100
4258.41	0.773	1.101
4259.44	0.786	1.103
4260.47	0.790	1.103
4261.50	0.790	1.100
4262.53	0.793	1.103
4263.57	0.790	1.102
4264.60	0.785	1.100
4265.63	0.785	1.100
4266.69	0.777	1.101
4267.73	0.777	1.100
4268.76	0.776	1.102
4269.79	0.787	1.100
4270.82	0.783	1.101
4271.85	0.778	1.104
4272.89	0.775	1.100
4273.92	0.774	1.101
4274.95	0.771	1.100
4275.98	0.765	1.099
4277.01	0.766	1.101
4278.05	0.775	1.105
4279.08	0.771	1.098
4280.11	0.769	1.100
4281.14	0.768	1.102
4282.17	0.763	1.101
4283.21	0.760	1.101
4284.27	0.759	1.098
4285.30	0.764	1.102
4286.33	0.769	1.100
4287.37	0.772	1.102
4288.40	0.774	1.100
4289.43	0.774	1.102
4290.46	0.778	1.099
4291.49	0.768	1.100
4292.53	0.762	1.101
4293.56	0.761	1.098
4294.59	0.761	1.096
4295.62	0.761	1.097
4296.65	0.766	1.099
4297.69	0.770	1.098
4298.72	0.766	1.099
4299.75	0.763	1.101
4300.78	0.761	1.097
4301.85	0.760	1.093
4302.88	0.755	1.099
4303.91	0.755	1.100
4304.94	0.754	1.098
4305.97	0.759	1.098
4307.01	0.761	1.098
4308.04	0.758	1.102
4309.07	0.758	1.100
4310.10	0.756	1.098
4311.13	0.752	1.098
4312.17	0.752	1.097
4313.20	0.751	1.093
4314.23	0.754	1.096
4315.26	0.770	1.093
4316.29	0.766	1.096
4317.33	0.769	1.097
4318.39	0.769	1.097
4319.45	0.769	1.093
4320.49	0.764	1.099
4321.52	0.761	1.098
4322.55	0.758	1.095
4323.58	0.755	1.096
4324.61	0.754	1.095
4325.65	0.757	1.098
4326.68	0.759	1.093
4327.71	0.757	1.095
4328.74	0.754	1.095
4329.77	0.752	1.091
4330.81	0.746	1.096
4331.84	0.746	1.095
4332.87	0.743	1.094
4333.90	0.753	1.094
4334.93	0.753	1.095
4335.97	0.753	1.097
4337.03	0.752	1.097
4338.06	0.749	1.095
4339.09	0.745	1.095
4340.13	0.742	1.094
4341.16	0.743	1.096
4342.19	0.742	1.091
4343.22	0.756	1.092
4344.25	0.761	1.090
4345.29	0.759	1.091
4346.32	0.761	1.093
4347.35	0.758	1.092
4348.38	0.754	1.096
4349.41	0.754	1.095
4350.45	0.747	1.093
4351.48	0.748	1.091
4352.51	0.746	1.093
4353.54	0.751	1.091
4354.57	0.754	1.094
4355.61	0.751	1.089
4356.64	0.748	1.094
4357.67	0.746	1.096
4358.70	0.745	1.091
4359.73	0.739	1.097
4360.77	0.739	1.090
4361.80	0.749	1.090
4362.83	0.747	1.091
4363.86	0.745	1.093
4364.89	0.742	1.092
4365.93	0.742	1.092
4366.96	0.743	1.090
4367.99	0.744	1.093
4369.02	0.741	1.095
4370.05	0.735	1.089
4371.09	0.743	1.088
4372.15	0.754	1.096
4373.18	0.753	1.089
4374.21	0.754	1.089
4375.25	0.750	1.086
4376.28	0.748	1.090
4377.31	0.747	1.089
4378.34	0.746	1.091
4379.37	0.746	1.088
4380.41	0.743	1.089
4381.46	0.745	1.093
4382.49	0.737	1.090
4383.53	0.733	1.089
4384.56	0.733	1.093
4385.59	0.737	1.089
4386.62	0.744	1.086
4387.65	0.741	1.086
4388.69	0.739	1.086
4389.72	0.738	1.096
4390.75	0.737	1.089
4391.78	0.735	1.086
4392.81	0.737	1.084
4393.87	0.734	1.089
4394.91	0.730	1.089
4395.95	0.729	1.085
4396.99	0.730	1.086
4398.03	0.742	1.086
4399.07	0.750	1.085
